,access,account,action,actions,adapter,adding,addr,address,adjust,advice,alternative,amend,american,andpassword,andshipping,andvisual,append,application,applied,array,ashopping,assignable,attr,attribute,backordered,banner,bannerdata,bannername,banneropt,based,batis,bean,beans,begin,bill,billaddr,billcity,billcountry,billing,billstate,billtofirstname,billtolastname,billzip,bind,binding,bottom,browse,browser,browsing,buffer,built,business,button,ca,call,calling,calls,card,cardtype,cart,cartbutton,carticon,catalog,categories,category,categoryname,catid,ccn,change,checked,checkout,choose,city,clazz,click,clicking,clickyour,client,clinton,code,collections,column,command,config,configured,confirm,confirmation,confirmed,contents,context,controller,correct,cost,country,courier,create,created,credit,creditcard,dao,data,date,dear,declarative,defining,demo,demonstrates,descn,describes,description,details,display,displays,easily,edit,email,empty,enable,endpoint,english,enter,error,errors,exist,exists,expiry,exprdate,express,facade,factory,failed,failure,fake,favcategory,favorite,favorites,favourite,fields,filled,filling,finish,firstname,fo,form,format,forward,found,handle,handler,hash,header,hierarchically,hoeller,holder,http,identifier,identify,illegal,impl,implementationby,include,including,increment,index,info,information,initializing,inorder,insert,installation,instock,instructions,integer,integrity,interceptor,inthe,invalid,invalidate,inventory,invoke,isdeployed,issues,itemid,items,iterator,japanese,jax,jdbc,jpetstore,jta,juergen,key,keyword,keywords,langpref,language,languages,lastname,layers,left,length,line,lineitem,linenum,link,listable,listof,listprice,loaded,locale,location,log,logger,logging,lower,mail,management,map,master,match,matching,menu,message,method,middle,mismatch,mm,model,ms,mvc,mylistopt,nested,nextid,note,nr,obj,object,objects,occured,ofitems,oforders,online,option,optionally,oracle,orderdate,orderid,ordernum,orderstatus,organized,otherinformation,page,paged,pages,parameter,parse,password,passwords,path,payment,perform,pet,pets,phone,piece,pojo,post,postal,pre,preference,press,pretty,prev,previous,price,prices,proceed,process,product,productid,products,profile,properties,property,provide,provided,qty,quantities,quantity,quantityof,query,quick,read,real,redirect,redirected,reference,register,reject,remove,removing,repeat,repeated,representing,request,requested,requestingpayment,required,requires,response,resulting,retrieval,returning,reviewing,rpc,running,screen,search,searching,section,select,selected,selecting,send,sender,sequence,serializable,server,service,services,servlet,session,shared,ship,shipaddr,shipcity,shipcountry,shipping,shipstate,shiptofirstname,shiptolastname,shipzip,shop,shopping,sign,signed,signin,signing,signoff,signon,signup,simple,single,source,splitter,spring,springframework,sql,start,status,stock,stop,store,stores,subject,submit,submitted,success,summary,suppid,supplier,support,supports,system,target,template,text,theapplication,theitem,theleft,thelist,thepicture,therequired,theright,theshopping,thesignin,throwable,tier,time,timed,timestamp,tocomplete,token,tokenizer,tokens,toplace,total,totalprice,transaction,trim,type,types,typing,unit,unitcost,unitprice,update,updatebutton,updated,updating,ups,url,user,userid,useridentifier,username,utils,validate,validation,validator,view,violation,visa,warn,watch,web,withoutregistering,wizard,xml,youcan,youraccount,yourshopping,yyyy
OrderService,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OrderServiceClient,0,0,0,0,0,0,0,0.040588007,0,0,0,0,0,0,0,0,0,0.027746973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411070975,0.034379605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06875921,0.034379605,0.27503684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295484544,0,0,0,0,0,0.06875921,0,0,0,0,0,0.125778474,0,0,0,0,0,0,0,0,0,0,0,0.050622792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314446185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031444619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050622792,0,0,0,0,0,0,0.06875921,0,0,0,0.093968958,0.110987892,0,0,0,0,0,0,0.031444619,0,0,0,0,0,0,0,0,0.052854452,0.303736751,0,0,0,0.103138815,0,0,0,0,0.06875921,0,0,0,0,0,0,0.018888592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20627763,0,0,0,0,0,0,0,0,0.034379605,0,0,0,0,0,0,0,0,0,0,0,0.058724425,0,0,0.027746973,0,0,0,0,0,0.034379605,0,0,0,0,0,0,0.034379605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019327427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360710647,0.171898025,0,0,0,0.027746973,0,0,0,0.02349224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034379605,0,0,0,0,0,0.031444619,0,0,0.240657235,0,0,0,0,0,0,0,0,0,0,0,0.27503684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026427226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20627763,0,0,0,0.06875921,0,0,0,0
OrderValidator,0,0,0,0,0,0,0,0.122830127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019031959,0,0,0,0,0,0,0,0,0,0,0,0,0.133223715,0,0,0,0.137878255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111966161,0,0,0,0,0,0,0,0,0,0.02080837,0,0,0,0,0.077750235,0.038063919,0,0,0,0,0,0.041616739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080037503,0,0,0,0.071086305,0,0,0,0.045959418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2854971,0,0,0,0,0,0.470230518,0,0,0.050381841,0,0,0,0,0,0,0.017771576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291317174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076127837,0.011980743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041616739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302116795,0,0,0,0,0,0,0,0,0.483437692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117557629,0,0,0,0.127968801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019031959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047985498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220292332,0.117557629,0.302116795,0.050381841,0,0,0,0,0,0,0,0,0,0,0,0,0
PetStoreFacade,0,0.64275915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402261214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147290177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16496715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100691235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075591764,0,0,0,0,0.131246585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432406083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088345133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077694334,0,0.134087071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082483575,0,0,0,0,0,0,0,0,0.342724893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PetStoreImpl,0,0.384326321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286339152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797663699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015726701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053284484,0,0,0,0,0,0,0,0,0,0.070456538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043004658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032284815,0,0,0,0,0.042041006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303399891,0,0,0,0,0,0,0,0,0,0.014977659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037731707,0,0,0,0,0,0,0,0,0,0,0.021502329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033182811,0,0.042950873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052842403,0,0,0,0,0,0,0,0,0.146375865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486951719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641669829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576855739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078434193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11055943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ProductDao,0.380796384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23110784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24761698,0.362659566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173547931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745280172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152268615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RemoveItemFromCartController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066477604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788120112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204253334,0,0,0,0,0.095437029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069802187,0,0,0,0,0,0,0.132955207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132955207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066477604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261179241,0,0,0,0,0.332388018,0,0,0,0,0.132955207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129936417,0.194904625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073640138,0,0,0,0.129936417,0,0,0,0,0.073640138,0,0,0,0,0,0,0
SearchProductsController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066922006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059520393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171348973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048037513,0.091505349,0,0,0,0,0,0,0.070268815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035134408,0,0,0,0,0,0.168589866,0.066922006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326634826,0,0,0,0,0,0,0,0.045752674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059520393,0,0,0,0,0,0,0,0.091505349,0,0,0,0,0.167305016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275457349,0.168589866,0,0.066922006,0,0,0,0,0,0,0.25045912,0,0,0,0,0,0,0,0,0.054439138,0,0,0.096075026,0,0,0,0,0.412582342,0,0.305003578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234227022,0,0,0,0,0.066922006,0,0,0,0,0,0,0,0.379327198,0,0,0,0,0,0,0,0,0,0,0,0,0.065402521,0.098103781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054439138,0,0,0,0.255879647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059520393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037066211,0,0,0,0.163506302,0,0,0,0,0,0,0,0,0,0,0,0
SendOrderConfirmationEmailAdvice,0,0.123181007,0,0,0,0,0,0,0,0.089661023,0,0,0,0,0,0,0.179322047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025525269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059774016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054671109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029887008,0,0,0,0,0,0,0,0,0,0,0,0,0.132022789,0,0,0,0,0,0,0,0,0,0,0,0,0.01764206,0.027335554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027335554,0,0,0,0,0,0,0,0,0.029887008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029887008,0,0,0,0,0,0,0,0,0,0,0,0.022973816,0,0,0,0,0,0,0,0,0,0,0.082006663,0.059774016,0,0,0.80694921,0,0,0,0,0,0,0.183790526,0.021163531,0,0,0,0,0,0,0,0,0,0.029887008,0,0,0.051623733,0,0.029887008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031440794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029887008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020422362,0,0,0,0,0.059774016,0,0,0,0,0,0,0,0,0,0,0.102101077,0.298870078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054671109,0,0,0,0,0.029887008,0,0,0,0,0,0.032121247,0,0.26898307,0,0,0,0,0,0,0,0,0,0.054671109,0,0.164013326,0,0,0,0,0,0,0,0,0,0.029887008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016420302,0,0,0,0,0,0,0,0.029887008,0,0,0,0,0,0,0,0,0
Sequence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981132452,0.193336785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SignoffController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108082235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332084125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113487491,0,0,0,0,0,0,0.21616447,0,0,0,0,0,0,0,0,0.155165753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192256551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21616447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141545596,0,0,0,0,0.540411174,0,0,0,0,0.21616447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211256386,0.31688458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384513103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119727401,0,0,0,0,0,0,0,0.211256386,0,0,0,0,0,0,0,0,0,0,0,0
SignonController,0,0.236908455,0.247418803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043085502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082369788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132380785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058912667,0,0,0,0,0,0,0.090480465,0,0.076640439,0,0,0,0,0,0.061854701,0,0,0,0,0,0,0,0,0.280390583,0,0.045240233,0,0,0,0,0,0.108540961,0.086171003,0,0,0,0,0,0,0,0,0.061854701,0,0,0,0,0,0,0,0,0,0,0,0,0.076640439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058912667,0,0,0,0,0.129256505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050669722,0.108540961,0,0.129256505,0,0.185744308,0,0,0,0,0.362811937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037946768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076640439,0,0,0,0,0,0,0,0,0,0.301598511,0,0,0,0,0.129256505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06545546,0,0,0,0,0,0,0.084214463,0.29475062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176738,0,0,0,0,0,0,0,0,0,0,0,0,0.370664045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286366124,0,0,0.168428926,0,0,0,0,0.126321694,0,0,0,0,0,0,0,0,0,0,0,0
